ensembl_gene_id	hgnc_symbol	description	source	logFC	logCPM	LR	PValue	FDR
ENSOCUG00000015790	KIF20A	kinesin family member 20A 	Source:HGNC Symbol;Acc:HGNC:9787	-3.528058635	2.11275039	52.8555115	3.59E-13	3.54E-10
ENSOCUG00000017492	CENPF	centromere protein F 	Source:HGNC Symbol;Acc:HGNC:1857	-4.868910259	2.766991155	52.5378163	4.22E-13	4.00E-10
ENSOCUG00000009725	AWAT1	acyl-CoA wax alcohol acyltransferase 1 	Source:HGNC Symbol;Acc:HGNC:23252	4.007763964	1.496371616	52.26374115	4.85E-13	4.42E-10
ENSOCUG00000001652	CCNB2	cyclin B2 	Source:HGNC Symbol;Acc:HGNC:1580	-4.818608146	2.491151864	51.2415557	8.17E-13	7.16E-10
ENSOCUG00000002814	TOP2A	topoisomerase (DNA) II alpha 	Source:HGNC Symbol;Acc:HGNC:11989	-4.187273557	3.867133828	51.15055535	8.55E-13	7.23E-10
ENSOCUG00000017433				2.856173778	3.13856956	50.67183914	1.09E-12	8.91E-10
ENSOCUG00000000547	SGO2	shugoshin 2 	Source:HGNC Symbol;Acc:HGNC:30812	-3.641711006	1.518969022	49.94279548	1.58E-12	1.25E-09
ENSOCUG00000022434	CDCA3	cell division cycle associated 3 	Source:HGNC Symbol;Acc:HGNC:14624	-4.163110889	1.913124408	49.75855947	1.74E-12	1.27E-09
ENSOCUG00000010249	UBE2T	ubiquitin conjugating enzyme E2 T 	Source:HGNC Symbol;Acc:HGNC:25009	-4.793761749	0.683542748	49.72212446	1.77E-12	1.27E-09
ENSOCUG00000024762	CKS2	CDC28 protein kinase regulatory subunit 2 	Source:HGNC Symbol;Acc:HGNC:2000	-3.844698178	1.989774136	49.71787028	1.78E-12	1.27E-09
ENSOCUG00000000031	PBK	PDZ binding kinase 	Source:HGNC Symbol;Acc:HGNC:18282	-5.571767599	1.036730718	49.64704577	1.84E-12	1.28E-09
ENSOCUG00000001085	ALK	anaplastic lymphoma receptor tyrosine kinase 	Source:HGNC Symbol;Acc:HGNC:427	5.836373397	-1.650058712	49.29102644	2.21E-12	1.49E-09
ENSOCUG00000004898	CDC6	cell division cycle 6 	Source:HGNC Symbol;Acc:HGNC:1744	-2.430156216	0.886628815	49.21718456	2.29E-12	1.51E-09
ENSOCUG00000017111				-4.072664471	1.051946988	47.62157885	5.17E-12	3.31E-09
ENSOCUG00000016669	MAT1A	methionine adenosyltransferase 1A 	Source:HGNC Symbol;Acc:HGNC:6903	1.948385116	9.15854156	47.51294118	5.46E-12	3.32E-09
ENSOCUG00000005523	AMDHD1	amidohydrolase domain containing 1 	Source:HGNC Symbol;Acc:HGNC:28577	1.330965934	8.101661983	47.51169721	5.47E-12	3.32E-09
ENSOCUG00000009088		metalloreductase STEAP1  	Source:RefSeq peptide;Acc:NP_001164745	-2.515766483	2.162990857	47.26767183	6.19E-12	3.66E-09
ENSOCUG00000003250	NDN	"necdin, MAGE family member "	Source:HGNC Symbol;Acc:HGNC:7675	-1.438239362	3.39883734	46.64500956	8.51E-12	4.91E-09
ENSOCUG00000006493				-3.672666124	3.764954629	46.55662697	8.90E-12	5.02E-09
ENSOCUG00000000699	CENPE	centromere protein E 	Source:HGNC Symbol;Acc:HGNC:1856	-4.377110385	2.079518682	46.21507055	1.06E-11	5.83E-09
ENSOCUG00000015681	RACGAP1	Rac GTPase activating protein 1 	Source:HGNC Symbol;Acc:HGNC:9804	-3.304468605	2.705224379	45.90075641	1.24E-11	6.60E-09
ENSOCUG00000001171	NUF2	"NUF2, NDC80 kinetochore complex component "	Source:HGNC Symbol;Acc:HGNC:14621	-4.559347616	2.240091208	45.88497545	1.25E-11	6.60E-09
ENSOCUG00000008193	ACTA2	"actin, alpha 2, smooth muscle, aorta "	Source:HGNC Symbol;Acc:HGNC:130	-2.961335268	4.867615052	45.82244245	1.29E-11	6.66E-09
ENSOCUG00000012353	SDSL	serine dehydratase like 	Source:HGNC Symbol;Acc:HGNC:30404	1.651256472	6.042598398	45.7333352	1.35E-11	6.82E-09
ENSOCUG00000017168	FUT1	fucosyltransferase 1 (H blood group) 	Source:HGNC Symbol;Acc:HGNC:4012	-4.362610834	3.368164851	45.58374451	1.46E-11	7.21E-09
ENSOCUG00000005159	ANLN	anillin actin binding protein 	Source:HGNC Symbol;Acc:HGNC:14082	-4.711438036	0.825711974	45.54078177	1.49E-11	7.22E-09
ENSOCUG00000006527				-3.82542212	1.512285156	45.39317143	1.61E-11	7.63E-09
ENSOCUG00000009715	NEK2	NIMA related kinase 2 	Source:HGNC Symbol;Acc:HGNC:7745	-4.302390168	1.82534655	45.17612134	1.80E-11	8.09E-09
ENSOCUG00000027549				2.925829227	1.738362096	45.14376685	1.83E-11	8.09E-09
ENSOCUG00000006357	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12 	Source:HGNC Symbol;Acc:HGNC:14605	-1.48446463	4.167769237	45.14257334	1.83E-11	8.09E-09
ENSOCUG00000001035	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2 	Source:HGNC Symbol;Acc:HGNC:218	-1.743186608	3.393058028	45.12686971	1.85E-11	8.09E-09
ENSOCUG00000003689	NID2	nidogen 2 	Source:HGNC Symbol;Acc:HGNC:13389	-2.156282523	2.481150439	44.85318258	2.12E-11	9.05E-09
ENSOCUG00000006792	NCAPG	non-SMC condensin I complex subunit G 	Source:HGNC Symbol;Acc:HGNC:24304	-4.590754549	1.686121025	44.83794513	2.14E-11	9.05E-09
ENSOCUG00000016706	KIF11	kinesin family member 11 	Source:HGNC Symbol;Acc:HGNC:6388	-3.44226309	2.825145639	44.75937894	2.23E-11	9.25E-09
ENSOCUG00000003203	TPX2	"TPX2, microtubule nucleation factor "	Source:HGNC Symbol;Acc:HGNC:1249	-3.58543821	3.049374837	44.1733149	3.01E-11	1.23E-08
ENSOCUG00000008765	CKAP2L	cytoskeleton associated protein 2 like 	Source:HGNC Symbol;Acc:HGNC:26877	-4.137765718	1.433554321	44.06421381	3.18E-11	1.27E-08
ENSOCUG00000010708	KIFC1	kinesin family member C1 	Source:HGNC Symbol;Acc:HGNC:6389	-3.204036045	2.312804287	44.03831468	3.22E-11	1.27E-08
ENSOCUG00000004132				2.201375752	4.229202228	43.99964437	3.28E-11	1.27E-08
ENSOCUG00000023560				-5.274868923	-0.290098415	43.69177169	3.84E-11	1.47E-08
ENSOCUG00000029296	SERPINA11	serpin family A member 11 	Source:HGNC Symbol;Acc:HGNC:19193	-2.03425039	6.901602846	43.59069879	4.05E-11	1.50E-08
ENSOCUG00000022168	SDS	serine dehydratase 	Source:HGNC Symbol;Acc:HGNC:10691	3.390703724	6.552466489	43.5806022	4.07E-11	1.50E-08
ENSOCUG00000012264	COL1A2	collagen type I alpha 2 chain 	Source:HGNC Symbol;Acc:HGNC:2198	-2.100882779	6.662495251	43.49044414	4.26E-11	1.55E-08
ENSOCUG00000015756	KNL1	kinetochore scaffold 1 	Source:HGNC Symbol;Acc:HGNC:24054	-3.892727231	1.604133677	43.33864135	4.60E-11	1.65E-08
ENSOCUG00000014832	STEAP2	STEAP2 metalloreductase 	Source:HGNC Symbol;Acc:HGNC:17885	-4.616881782	1.980546512	43.24372849	4.83E-11	1.71E-08
ENSOCUG00000014733	ASPM	abnormal spindle microtubule assembly 	Source:HGNC Symbol;Acc:HGNC:19048	-3.88034598	1.596540615	43.10148523	5.20E-11	1.81E-08
ENSOCUG00000022126	HMMR	hyaluronan mediated motility receptor 	Source:HGNC Symbol;Acc:HGNC:5012	-4.631949228	1.400881372	42.53114804	6.96E-11	2.39E-08
ENSOCUG00000021509	CCDC102A	coiled-coil domain containing 102A 	Source:HGNC Symbol;Acc:HGNC:28097	-1.708879754	1.437377638	41.98201394	9.21E-11	3.11E-08
ENSOCUG00000028221	CENPA	centromere protein A 	Source:HGNC Symbol;Acc:HGNC:1851	-4.220778584	-0.015253374	41.76940241	1.03E-10	3.42E-08
ENSOCUG00000013547	OAT	ornithine aminotransferase 	Source:HGNC Symbol;Acc:HGNC:8091	1.29569908	7.712622479	41.55451096	1.15E-10	3.77E-08
ENSOCUG00000013807				-4.728137333	2.204287487	40.85456392	1.64E-10	5.32E-08
ENSOCUG00000027219	JCHAIN	joining chain of multimeric IgA and IgM 	Source:HGNC Symbol;Acc:HGNC:5713	1.97748233	4.720799065	40.46990758	2.00E-10	6.39E-08
ENSOCUG00000014003	BUB1	BUB1 mitotic checkpoint serine/threonine kinase 	Source:HGNC Symbol;Acc:HGNC:1148	-3.804788808	0.767645314	40.40629577	2.06E-10	6.51E-08
ENSOCUG00000015410	NDC80	"NDC80, kinetochore complex component "	Source:HGNC Symbol;Acc:HGNC:16909	-2.968977444	1.862765041	40.35758778	2.11E-10	6.59E-08
ENSOCUG00000009932	ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2 	Source:HGNC Symbol;Acc:HGNC:27230	-4.423092209	1.361694149	40.19557688	2.30E-10	7.06E-08
ENSOCUG00000000074	HMGB2	high mobility group box 2 	Source:HGNC Symbol;Acc:HGNC:5000	-2.047585977	3.500198314	40.10549604	2.41E-10	7.30E-08
ENSOCUG00000003467	PSCA	prostate stem cell antigen 	Source:HGNC Symbol;Acc:HGNC:9500	-3.787253987	1.73603558	40.01106132	2.53E-10	7.57E-08
ENSOCUG00000006859				-1.282628531	4.8446811	39.91962606	2.65E-10	7.83E-08
ENSOCUG00000010046	TK1	thymidine kinase 1 	Source:HGNC Symbol;Acc:HGNC:11830	-3.049047656	3.210564969	39.87064548	2.71E-10	7.93E-08
ENSOCUG00000011298	FAM83D	family with sequence similarity 83 member D 	Source:HGNC Symbol;Acc:HGNC:16122	-4.648034827	0.10605727	39.81461931	2.79E-10	8.06E-08
ENSOCUG00000011957	AURKB	aurora kinase B 	Source:HGNC Symbol;Acc:HGNC:11390	-3.570055404	0.897283401	39.28565624	3.66E-10	1.04E-07
ENSOCUG00000021273	DEFB1	defensin beta 1 	Source:HGNC Symbol;Acc:HGNC:2766	3.385124042	2.563672495	39.25155421	3.73E-10	1.04E-07
ENSOCUG00000022496				2.038417573	10.07009403	39.23782143	3.75E-10	1.04E-07
ENSOCUG00000017760	ANXA5	annexin A5 	Source:HGNC Symbol;Acc:HGNC:543	-1.46602474	5.270194252	39.12955542	3.97E-10	1.09E-07
ENSOCUG00000008592	AHCY	adenosylhomocysteinase 	Source:HGNC Symbol;Acc:HGNC:343	1.579299756	10.00821516	38.61004414	5.18E-10	1.41E-07
ENSOCUG00000001676	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit 	Source:HGNC Symbol;Acc:HGNC:3527	-1.993234515	2.393968784	38.59006352	5.23E-10	1.41E-07
ENSOCUG00000024091	SLC22A8	solute carrier family 22 member 8 	Source:HGNC Symbol;Acc:HGNC:10972	-2.259660913	0.688893691	38.51129212	5.44E-10	1.44E-07
ENSOCUG00000009929	C3orf52	chromosome 3 open reading frame 52 	Source:HGNC Symbol;Acc:HGNC:26255	-3.085622342	1.714104011	38.49233115	5.50E-10	1.44E-07
ENSOCUG00000022194				-4.510648271	0.912567045	38.47323586	5.55E-10	1.44E-07
ENSOCUG00000028063				3.063471899	3.372880426	38.17937198	6.45E-10	1.66E-07
ENSOCUG00000008651	ITM2A	integral membrane protein 2A 	Source:HGNC Symbol;Acc:HGNC:6173	-1.800240145	3.084485685	38.13403438	6.60E-10	1.68E-07
ENSOCUG00000001041	MELK	maternal embryonic leucine zipper kinase 	Source:HGNC Symbol;Acc:HGNC:16870	-3.758642252	0.711655333	38.0369057	6.94E-10	1.75E-07
ENSOCUG00000007090	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta 	Source:HGNC Symbol;Acc:HGNC:12853	-1.096396689	3.857227591	37.99518958	7.09E-10	1.77E-07
ENSOCUG00000025530				-2.839274715	3.747183172	37.91486261	7.39E-10	1.82E-07
ENSOCUG00000005009	PLK4	polo like kinase 4 	Source:HGNC Symbol;Acc:HGNC:11397	-3.23117909	1.45714278	37.83364369	7.70E-10	1.88E-07
ENSOCUG00000013789	C1orf112	chromosome 1 open reading frame 112 	Source:HGNC Symbol;Acc:HGNC:25565	-2.44967331	1.089896937	37.72818969	8.13E-10	1.96E-07
ENSOCUG00000027079	ASF1B	anti-silencing function 1B histone chaperone 	Source:HGNC Symbol;Acc:HGNC:20996	-3.362336669	-0.154541791	37.57362004	8.80E-10	2.10E-07
ENSOCUG00000016157	EXO1	exonuclease 1 	Source:HGNC Symbol;Acc:HGNC:3511	-4.047740708	0.728348446	37.52764228	9.01E-10	2.13E-07
ENSOCUG00000005133	MKI67	marker of proliferation Ki-67 	Source:HGNC Symbol;Acc:HGNC:7107	-2.934375145	3.368398647	37.11408499	1.11E-09	2.61E-07
ENSOCUG00000008012				-3.826779377	1.111000917	37.01600784	1.17E-09	2.72E-07
ENSOCUG00000016205	HOMER2	homer scaffolding protein 2 	Source:HGNC Symbol;Acc:HGNC:17513	2.209571298	2.429620798	36.96334736	1.20E-09	2.77E-07
ENSOCUG00000011568				-3.322729361	0.858272427	36.79232311	1.31E-09	2.99E-07
ENSOCUG00000002703	FOXM1	forkhead box M1 	Source:HGNC Symbol;Acc:HGNC:3818	-4.076609237	0.899433915	36.39551514	1.61E-09	3.63E-07
ENSOCUG00000002468	KIF20B	kinesin family member 20B 	Source:HGNC Symbol;Acc:HGNC:7212	-2.343445695	2.154513134	36.20752202	1.77E-09	3.96E-07
ENSOCUG00000005820	RRM2	ribonucleotide reductase regulatory subunit M2 	Source:HGNC Symbol;Acc:HGNC:10452	-3.367960777	3.104265214	36.16327985	1.81E-09	4.01E-07
ENSOCUG00000009484	ECT2	epithelial cell transforming 2 	Source:HGNC Symbol;Acc:HGNC:3155	-4.549768223	1.045957219	36.13850436	1.84E-09	4.03E-07
ENSOCUG00000024055	MCAM	melanoma cell adhesion molecule 	Source:HGNC Symbol;Acc:HGNC:6934	-1.620883959	2.413946252	36.05680091	1.92E-09	4.16E-07
ENSOCUG00000008385	CDKN2C	cyclin dependent kinase inhibitor 2C 	Source:HGNC Symbol;Acc:HGNC:1789	-2.410115134	2.529554781	35.94155792	2.03E-09	4.38E-07
ENSOCUG00000024691				-7.214825658	2.262104734	35.83769068	2.14E-09	4.57E-07
ENSOCUG00000009306	LARP6	La ribonucleoprotein domain family member 6 	Source:HGNC Symbol;Acc:HGNC:24012	-3.267370535	-1.082691268	35.80317288	2.18E-09	4.61E-07
ENSOCUG00000015829	FGD3	"FYVE, RhoGEF and PH domain containing 3 "	Source:HGNC Symbol;Acc:HGNC:16027	1.279018767	2.724847351	35.65217998	2.36E-09	4.94E-07
ENSOCUG00000011549	SPATS2L	spermatogenesis associated serine rich 2 like 	Source:HGNC Symbol;Acc:HGNC:24574	-1.009692023	4.945620411	35.62149949	2.40E-09	4.98E-07
ENSOCUG00000000930	KIF15	kinesin family member 15 	Source:HGNC Symbol;Acc:HGNC:17273	-2.56164856	1.483619843	35.49477139	2.56E-09	5.26E-07
ENSOCUG00000016655	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2 	Source:HGNC Symbol;Acc:HGNC:5211	1.547515806	8.639234114	35.40012963	2.68E-09	5.48E-07
ENSOCUG00000013801	SHCBP1	SHC binding and spindle associated 1 	Source:HGNC Symbol;Acc:HGNC:29547	-2.649154756	0.921707221	35.36761195	2.73E-09	5.52E-07
ENSOCUG00000017865	CAMK2A	calcium/calmodulin dependent protein kinase II alpha 	Source:HGNC Symbol;Acc:HGNC:1460	1.225941345	4.322881037	35.32330651	2.79E-09	5.60E-07
ENSOCUG00000015509	NCAPG2	non-SMC condensin II complex subunit G2 	Source:HGNC Symbol;Acc:HGNC:21904	-2.484825468	3.337722978	35.25930615	2.89E-09	5.74E-07
ENSOCUG00000016815	ICA1	islet cell autoantigen 1 	Source:HGNC Symbol;Acc:HGNC:5343	-1.948483701	3.346660074	35.23167201	2.93E-09	5.77E-07
ENSOCUG00000001719	DIAPH3	diaphanous related formin 3 	Source:HGNC Symbol;Acc:HGNC:15480	-3.816341802	0.802995281	35.18512068	3.00E-09	5.86E-07
ENSOCUG00000003292	FADS1	fatty acid desaturase 1 	Source:HGNC Symbol;Acc:HGNC:3574	-1.897913841	4.181320978	35.13122136	3.08E-09	5.98E-07
ENSOCUG00000004282	CD248	CD248 molecule 	Source:HGNC Symbol;Acc:HGNC:18219	-2.368525258	0.327899579	35.07153271	3.18E-09	6.12E-07
ENSOCUG00000000377	GTSE1	G2 and S-phase expressed 1 	Source:HGNC Symbol;Acc:HGNC:13698	-1.273836298	3.818548592	34.98456398	3.32E-09	6.34E-07
ENSOCUG00000025300				-1.804742721	9.896141121	34.94609053	3.39E-09	6.42E-07
ENSOCUG00000025374				2.33942728	2.462929388	34.85447112	3.55E-09	6.67E-07
ENSOCUG00000017043	CDCA8	cell division cycle associated 8 	Source:HGNC Symbol;Acc:HGNC:14629	-2.841998615	1.884022843	34.82097943	3.61E-09	6.74E-07
ENSOCUG00000002937	ANKDD1B	ankyrin repeat and death domain containing 1B 	Source:HGNC Symbol;Acc:HGNC:32525	2.991750097	-0.241364899	34.76260259	3.72E-09	6.88E-07
ENSOCUG00000006771				-1.020710891	3.470601744	34.74483409	3.76E-09	6.88E-07
ENSOCUG00000027371				-3.406296142	1.035035825	34.7303152	3.79E-09	6.88E-07
ENSOCUG00000010513	CEP55	centrosomal protein 55 	Source:HGNC Symbol;Acc:HGNC:1161	-3.073434374	0.649393661	34.71905863	3.81E-09	6.88E-07
ENSOCUG00000021808	TMED3	transmembrane p24 trafficking protein 3 	Source:HGNC Symbol;Acc:HGNC:28889	-1.256497784	3.415551437	34.56981523	4.11E-09	7.37E-07
ENSOCUG00000023933				-2.20233783	2.125309058	34.4248507	4.43E-09	7.88E-07
ENSOCUG00000013721	CRY1	cryptochrome circadian clock 1 	Source:HGNC Symbol;Acc:HGNC:2384	2.930238058	2.446907627	34.19292774	4.99E-09	8.82E-07
ENSOCUG00000010693	NOV	nephroblastoma overexpressed 	Source:HGNC Symbol;Acc:HGNC:7885	-3.230582321	-0.965321844	34.13781632	5.13E-09	9.00E-07
ENSOCUG00000007017	SLC16A11	solute carrier family 16 member 11 	Source:HGNC Symbol;Acc:HGNC:23093	-2.591887213	1.646090848	33.96024652	5.62E-09	9.79E-07
ENSOCUG00000016302	AFP	alpha fetoprotein 	Source:HGNC Symbol;Acc:HGNC:317	-2.284313395	2.712625695	33.83473602	6.00E-09	1.03E-06
ENSOCUG00000011720	MTHFD1	"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 "	Source:HGNC Symbol;Acc:HGNC:7432	1.119296147	8.799442236	33.82751834	6.02E-09	1.03E-06
ENSOCUG00000029340				2.659741004	3.0053788	33.69013321	6.46E-09	1.09E-06
ENSOCUG00000008476	PLK1	polo like kinase 1 	Source:HGNC Symbol;Acc:HGNC:9077	-2.198013458	2.638999474	33.68994453	6.46E-09	1.09E-06
ENSOCUG00000001040	NEIL3	nei like DNA glycosylase 3 	Source:HGNC Symbol;Acc:HGNC:24573	-3.733850876	0.229588489	33.65283729	6.59E-09	1.10E-06
ENSOCUG00000000301	NDE1	nudE neurodevelopment protein 1 	Source:HGNC Symbol;Acc:HGNC:17619	-1.478721505	1.964079137	33.65057507	6.60E-09	1.10E-06
ENSOCUG00000029293	ARL6	ADP ribosylation factor like GTPase 6 	Source:HGNC Symbol;Acc:HGNC:13210	-1.339659232	2.280116646	33.628775	6.67E-09	1.10E-06
ENSOCUG00000013792	KNTC1	kinetochore associated 1 	Source:HGNC Symbol;Acc:HGNC:17255	-3.066693525	2.315614435	33.60646474	6.75E-09	1.11E-06
ENSOCUG00000011244	ESPL1	"extra spindle pole bodies like 1, separase "	Source:HGNC Symbol;Acc:HGNC:16856	-2.801273012	1.334295014	33.54142865	6.98E-09	1.14E-06
ENSOCUG00000016311	GLS2	glutaminase 2 	Source:HGNC Symbol;Acc:HGNC:29570	1.524703509	8.297272022	33.36236639	7.65E-09	1.24E-06
ENSOCUG00000028100				1.804318084	3.234261809	33.0579642	8.95E-09	1.44E-06
ENSOCUG00000003866	FBN1	fibrillin 1 	Source:HGNC Symbol;Acc:HGNC:3603	-1.426614331	3.824222988	32.79537713	1.02E-08	1.64E-06
ENSOCUG00000029658				1.97643044	6.208433203	32.74953969	1.05E-08	1.66E-06
ENSOCUG00000014596	LOXL2	lysyl oxidase like 2 	Source:HGNC Symbol;Acc:HGNC:6666	-1.602060683	3.882622901	32.73030216	1.06E-08	1.66E-06
ENSOCUG00000014109	CDCA2	cell division cycle associated 2 	Source:HGNC Symbol;Acc:HGNC:14623	-3.251542613	1.037055547	32.7256136	1.06E-08	1.66E-06
ENSOCUG00000010725	FIGNL1	fidgetin like 1 	Source:HGNC Symbol;Acc:HGNC:13286	-2.176130453	0.200090498	32.55307393	1.16E-08	1.81E-06
ENSOCUG00000023285	TROAP	trophinin associated protein 	Source:HGNC Symbol;Acc:HGNC:12327	-4.044864806	1.582998965	32.22892374	1.37E-08	2.12E-06
ENSOCUG00000011953	CENPI	centromere protein I 	Source:HGNC Symbol;Acc:HGNC:3968	-2.942120996	1.059401376	32.09322697	1.47E-08	2.26E-06
ENSOCUG00000008800	ZWILCH	zwilch kinetochore protein 	Source:HGNC Symbol;Acc:HGNC:25468	-2.918699852	1.148174033	32.01686451	1.53E-08	2.33E-06
ENSOCUG00000022945	ASNS	asparagine synthetase (glutamine-hydrolyzing) 	Source:HGNC Symbol;Acc:HGNC:753	-3.554667596	1.857672012	31.82648965	1.69E-08	2.56E-06
ENSOCUG00000017125	GPR19	G protein-coupled receptor 19 	Source:HGNC Symbol;Acc:HGNC:4473	-3.167360418	0.193871332	31.69420892	1.80E-08	2.72E-06
ENSOCUG00000022907	RORC	RAR related orphan receptor C 	Source:HGNC Symbol;Acc:HGNC:10260	1.747856557	5.323513199	31.65665818	1.84E-08	2.76E-06
ENSOCUG00000008667	TYMS	thymidylate synthetase 	Source:HGNC Symbol;Acc:HGNC:12441	-2.177382004	2.677827052	31.636615	1.86E-08	2.77E-06
ENSOCUG00000003047	CDKN3	cyclin dependent kinase inhibitor 3 	Source:HGNC Symbol;Acc:HGNC:1791	-2.991991899	2.482701318	31.54235868	1.95E-08	2.89E-06
ENSOCUG00000008255	CENPM	centromere protein M 	Source:HGNC Symbol;Acc:HGNC:18352	-2.655915059	0.463918576	31.5103743	1.98E-08	2.92E-06
ENSOCUG00000026731	HELLS	"helicase, lymphoid-specific "	Source:HGNC Symbol;Acc:HGNC:4861	-2.17006126	2.883728078	31.48747834	2.01E-08	2.93E-06
ENSOCUG00000000584	ARG2	arginase 2 	Source:HGNC Symbol;Acc:HGNC:664	-1.845679652	4.908638549	31.44672558	2.05E-08	2.97E-06
ENSOCUG00000008724	ERCC6L	"ERCC excision repair 6 like, spindle assembly checkpoint helicase "	Source:HGNC Symbol;Acc:HGNC:20794	-3.488319277	0.362801562	31.43667578	2.06E-08	2.97E-06
ENSOCUG00000016729	PRIM2	primase (DNA) subunit 2 	Source:HGNC Symbol;Acc:HGNC:9370	-1.204969469	2.601551054	31.37876071	2.12E-08	3.05E-06
ENSOCUG00000004393				-2.934480136	4.021755019	31.33128264	2.18E-08	3.10E-06
ENSOCUG00000028004				-1.825072262	9.594207267	31.27742481	2.24E-08	3.17E-06
ENSOCUG00000005467	GORASP1	golgi reassembly stacking protein 1 	Source:HGNC Symbol;Acc:HGNC:16769	1.006357064	3.573802684	31.23304169	2.29E-08	3.22E-06
ENSOCUG00000006801	MCM10	minichromosome maintenance 10 replication initiation factor 	Source:HGNC Symbol;Acc:HGNC:18043	-3.219744007	0.088360776	31.18207108	2.35E-08	3.28E-06
