ensembl_gene_id	hgnc_symbol	description	source	logFC	logCPM	LR	PValue	FDR
ENSOCUG00000024402				2.775905313	3.593069266	58.930951	1.63E-14	5.44E-12
ENSOCUG00000004627	APH1B	"aph-1 homolog B, gamma-secretase subunit "	Source:HGNC Symbol;Acc:HGNC:24080	2.543237178	4.605116796	58.15601377	2.42E-14	7.96E-12
ENSOCUG00000014265	IL10	interleukin 10 	Source:HGNC Symbol;Acc:HGNC:5962	2.735406486	0.122960741	58.05694994	2.55E-14	8.26E-12
ENSOCUG00000003792	THBS1	thrombospondin 1 	Source:HGNC Symbol;Acc:HGNC:11785	4.373355614	4.645284794	57.98606543	2.64E-14	8.44E-12
ENSOCUG00000011034	STAT3	signal transducer and activator of transcription 3 	Source:HGNC Symbol;Acc:HGNC:11364	1.791986443	7.233619266	57.87262324	2.80E-14	8.83E-12
ENSOCUG00000025029	CSF1	colony stimulating factor 1 	Source:HGNC Symbol;Acc:HGNC:2432	2.798833891	4.059276972	57.82676698	2.86E-14	8.91E-12
ENSOCUG00000007223	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2 	Source:HGNC Symbol;Acc:HGNC:9437	3.372630759	3.813479224	57.67270614	3.10E-14	9.52E-12
ENSOCUG00000006028	NEURL3	neuralized E3 ubiquitin protein ligase 3 	Source:HGNC Symbol;Acc:HGNC:25162	2.833331233	2.494941588	57.33752863	3.67E-14	1.11E-11
ENSOCUG00000021890				1.754955531	3.046794937	57.05356696	4.24E-14	1.27E-11
ENSOCUG00000015820	MXD1	MAX dimerization protein 1 	Source:HGNC Symbol;Acc:HGNC:6761	2.493032665	1.060368695	56.46769099	5.71E-14	1.68E-11
ENSOCUG00000009897	ADM	adrenomedullin 	Source:HGNC Symbol;Acc:HGNC:259	3.384184806	2.963041841	56.46054953	5.73E-14	1.68E-11
ENSOCUG00000015453	TDO2	"tryptophan 2,3-dioxygenase "	Source:HGNC Symbol;Acc:HGNC:11708	1.726129564	9.411922579	56.39942797	5.91E-14	1.71E-11
ENSOCUG00000004418	CREB3L1	cAMP responsive element binding protein 3 like 1 	Source:HGNC Symbol;Acc:HGNC:18856	2.543379732	1.916989394	56.24927314	6.38E-14	1.81E-11
ENSOCUG00000001542	RIPK2	receptor interacting serine/threonine kinase 2 	Source:HGNC Symbol;Acc:HGNC:10020	2.156823209	5.262208405	56.2330325	6.44E-14	1.81E-11
ENSOCUG00000022448				1.202174273	7.016456634	56.20974892	6.51E-14	1.81E-11
ENSOCUG00000000060	TDRD7	tudor domain containing 7 	Source:HGNC Symbol;Acc:HGNC:30831	1.878965451	6.38233841	55.66203485	8.61E-14	2.37E-11
ENSOCUG00000003978	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1 	Source:HGNC Symbol;Acc:HGNC:30615	3.487452276	1.514858004	55.57647684	8.99E-14	2.45E-11
ENSOCUG00000001751	RND3	Rho family GTPase 3 	Source:HGNC Symbol;Acc:HGNC:671	1.896126669	7.087691217	54.90631226	1.26E-13	3.40E-11
ENSOCUG00000008681	SLC39A14	solute carrier family 39 member 14 	Source:HGNC Symbol;Acc:HGNC:20858	1.850095672	8.529057183	54.77848232	1.35E-13	3.59E-11
ENSOCUG00000010770	PAK5	p21 (RAC1) activated kinase 5 	Source:HGNC Symbol;Acc:HGNC:15916	3.574307209	0.721252958	54.22206869	1.79E-13	4.71E-11
ENSOCUG00000002811	ZBTB39	zinc finger and BTB domain containing 39 	Source:HGNC Symbol;Acc:HGNC:29014	1.903833695	2.015588579	54.20085101	1.81E-13	4.71E-11
ENSOCUG00000011484	TNFAIP2	TNF alpha induced protein 2 	Source:HGNC Symbol;Acc:HGNC:11895	2.561242911	3.883457526	54.1053718	1.90E-13	4.89E-11
ENSOCUG00000001215	HIPK3	homeodomain interacting protein kinase 3 	Source:HGNC Symbol;Acc:HGNC:4915	1.755027154	5.739279485	54.02937273	1.98E-13	5.03E-11
ENSOCUG00000027246				4.539436661	5.653933359	53.95150263	2.05E-13	5.17E-11
ENSOCUG00000013278	DHX58	DExH-box helicase 58 	Source:HGNC Symbol;Acc:HGNC:29517	3.416059256	5.753281961	53.92130488	2.09E-13	5.20E-11
ENSOCUG00000024112	LGALS3BP	galectin 3 binding protein 	Source:HGNC Symbol;Acc:HGNC:6564	2.517452327	8.494248631	53.8961594	2.11E-13	5.21E-11
ENSOCUG00000004742	USP25	ubiquitin specific peptidase 25 	Source:HGNC Symbol;Acc:HGNC:12624	2.431908667	5.829766795	53.84230383	2.17E-13	5.30E-11
ENSOCUG00000004833	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1 	Source:HGNC Symbol;Acc:HGNC:5229	1.58809525	6.957510697	53.74711991	2.28E-13	5.48E-11
ENSOCUG00000014888	IFNAR1	interferon alpha and beta receptor subunit 1 	Source:HGNC Symbol;Acc:HGNC:5432	1.412193162	6.587486619	53.73654967	2.29E-13	5.48E-11
ENSOCUG00000016416				2.777707129	3.008670003	53.43741818	2.67E-13	6.23E-11
ENSOCUG00000025487				1.236956762	3.695082889	53.43659131	2.67E-13	6.23E-11
ENSOCUG00000021712	NFKB1	nuclear factor kappa B subunit 1 	Source:HGNC Symbol;Acc:HGNC:7794	1.199527984	4.539809873	53.42661551	2.68E-13	6.23E-11
ENSOCUG00000015849				5.338664648	3.067969667	53.33159586	2.82E-13	6.47E-11
ENSOCUG00000013482	CYTL1	cytokine like 1 	Source:HGNC Symbol;Acc:HGNC:24435	-3.638289446	0.872204344	53.11324916	3.15E-13	7.17E-11
ENSOCUG00000006056	MAP3K8	mitogen-activated protein kinase kinase kinase 8 	Source:HGNC Symbol;Acc:HGNC:6860	2.657241742	2.009713679	53.00191771	3.33E-13	7.51E-11
ENSOCUG00000015823	OAS2	2'-5'-oligoadenylate synthetase 2 	Source:HGNC Symbol;Acc:HGNC:8087	4.459496503	7.714443732	52.92199775	3.47E-13	7.75E-11
ENSOCUG00000009739	P4HA1	prolyl 4-hydroxylase subunit alpha 1 	Source:HGNC Symbol;Acc:HGNC:8546	1.754269357	4.644098266	52.86877125	3.57E-13	7.89E-11
ENSOCUG00000029688				4.512849277	5.907082468	52.83359449	3.63E-13	7.96E-11
ENSOCUG00000004930	RC3H1	ring finger and CCCH-type domains 1 	Source:HGNC Symbol;Acc:HGNC:29434	2.211613765	3.585864714	52.77687292	3.74E-13	8.11E-11
ENSOCUG00000017763	TLR3	toll like receptor 3 	Source:HGNC Symbol;Acc:HGNC:11849	2.49922473	6.170318871	52.68761506	3.91E-13	8.41E-11
ENSOCUG00000014903	RGCC	regulator of cell cycle 	Source:HGNC Symbol;Acc:HGNC:20369	3.248525531	2.830967376	52.56394193	4.16E-13	8.88E-11
ENSOCUG00000006482	IFI44	interferon induced protein 44 	Source:HGNC Symbol;Acc:HGNC:16938	3.815582241	5.712644067	51.7478501	6.31E-13	1.33E-10
ENSOCUG00000022234	B4GALT1	"beta-1,4-galactosyltransferase 1 "	Source:HGNC Symbol;Acc:HGNC:924	1.823213903	7.445227421	51.1665514	8.49E-13	1.78E-10
ENSOCUG00000012379	HIVEP1	human immunodeficiency virus type I enhancer binding protein 1 	Source:HGNC Symbol;Acc:HGNC:4920	1.697523108	2.97521279	51.13745095	8.61E-13	1.79E-10
ENSOCUG00000008098	CMTR1	cap methyltransferase 1 	Source:HGNC Symbol;Acc:HGNC:21077	1.900548117	4.512521333	51.00029554	9.24E-13	1.90E-10
ENSOCUG00000012031	PLEK2	pleckstrin 2 	Source:HGNC Symbol;Acc:HGNC:19238	1.711903119	3.903718154	50.96867839	9.39E-13	1.91E-10
ENSOCUG00000021795				3.656719874	1.250064593	50.9251757	9.60E-13	1.94E-10
ENSOCUG00000013301				-1.884637438	1.865622257	50.84957054	9.97E-13	2.00E-10
ENSOCUG00000021924	MX1	MX dynamin like GTPase 1 	Source:HGNC Symbol;Acc:HGNC:7532	5.188274023	9.757668158	50.82043984	1.01E-12	2.01E-10
ENSOCUG00000004843				-5.205903504	-0.460440404	50.77969616	1.03E-12	2.04E-10
ENSOCUG00000010563	TAPBP	TAP binding protein 	Source:HGNC Symbol;Acc:HGNC:11566	1.916328555	4.156497733	50.59769339	1.13E-12	2.22E-10
ENSOCUG00000012502				3.784244419	5.747846394	50.40385481	1.25E-12	2.43E-10
ENSOCUG00000008221	TOP1	topoisomerase (DNA) I 	Source:HGNC Symbol;Acc:HGNC:11986	1.223986736	6.296869967	50.30649229	1.32E-12	2.53E-10
ENSOCUG00000014646	FEZ1	fasciculation and elongation protein zeta 1 	Source:HGNC Symbol;Acc:HGNC:3659	-2.729902572	2.441967828	50.29023337	1.33E-12	2.53E-10
ENSOCUG00000029158				-4.231166469	2.463018601	50.07478147	1.48E-12	2.80E-10
ENSOCUG00000021929	CCRL2	C-C motif chemokine receptor like 2 	Source:HGNC Symbol;Acc:HGNC:1612	2.574725268	0.809166687	50.03023656	1.51E-12	2.84E-10
ENSOCUG00000002489				2.502026625	5.068680083	49.98976248	1.55E-12	2.88E-10
ENSOCUG00000001001	NMI	N-myc and STAT interactor 	Source:HGNC Symbol;Acc:HGNC:7854	2.083376124	4.717770467	49.97083047	1.56E-12	2.89E-10
ENSOCUG00000024763	TREX1	three prime repair exonuclease 1 	Source:HGNC Symbol;Acc:HGNC:12269	3.072112472	3.601260998	49.92330198	1.60E-12	2.93E-10
ENSOCUG00000024570	IFIT5	interferon induced protein with tetratricopeptide repeats 5 	Source:HGNC Symbol;Acc:HGNC:13328	3.454958022	6.636151934	49.89466473	1.62E-12	2.95E-10
ENSOCUG00000010464	PSMG4	proteasome assembly chaperone 4 	Source:HGNC Symbol;Acc:HGNC:21108	-1.62187793	3.377033709	49.76090803	1.74E-12	3.14E-10
ENSOCUG00000006595	UBA7	ubiquitin like modifier activating enzyme 7 	Source:HGNC Symbol;Acc:HGNC:12471	3.443562288	6.428022978	49.73451	1.76E-12	3.15E-10
ENSOCUG00000012892				2.583180019	5.200404215	49.72559123	1.77E-12	3.15E-10
ENSOCUG00000014661	NAAA	N-acylethanolamine acid amidase 	Source:HGNC Symbol;Acc:HGNC:736	-1.779600314	3.92675057	49.54077773	1.94E-12	3.43E-10
ENSOCUG00000006561	XAF1	XIAP associated factor 1 	Source:HGNC Symbol;Acc:HGNC:30932	3.935619042	5.142382234	49.03902878	2.51E-12	4.40E-10
ENSOCUG00000023473				6.307144254	1.153154531	49.01491882	2.54E-12	4.42E-10
ENSOCUG00000002455	STAT1	signal transducer and activator of transcription 1 	Source:HGNC Symbol;Acc:HGNC:11362	3.391477454	8.055912931	48.93694945	2.64E-12	4.57E-10
ENSOCUG00000023802				2.711658557	2.185446372	48.88233004	2.72E-12	4.64E-10
ENSOCUG00000003249	FZD1	frizzled class receptor 1 	Source:HGNC Symbol;Acc:HGNC:4038	1.822252623	1.919015909	48.87804693	2.72E-12	4.64E-10
ENSOCUG00000023908				-2.605526964	-0.081777506	48.81591204	2.81E-12	4.75E-10
ENSOCUG00000004788	ARL4D	ADP ribosylation factor like GTPase 4D 	Source:HGNC Symbol;Acc:HGNC:656	-3.031418994	4.79248446	48.44488633	3.40E-12	5.70E-10
ENSOCUG00000014764				-1.49181913	5.429875866	48.40314763	3.47E-12	5.78E-10
ENSOCUG00000009745	MEGF9	multiple EGF like domains 9 	Source:HGNC Symbol;Acc:HGNC:3234	1.846289695	6.224136226	48.16821798	3.91E-12	6.47E-10
ENSOCUG00000008947	MARCKSL1	MARCKS like 1 	Source:HGNC Symbol;Acc:HGNC:7142	1.410759936	4.607901389	48.14391208	3.96E-12	6.51E-10
ENSOCUG00000008211	TULP3	tubby like protein 3 	Source:HGNC Symbol;Acc:HGNC:12425	-1.87863229	1.572156389	48.0864037	4.08E-12	6.66E-10
ENSOCUG00000015855	MKL2	MKL1/myocardin like 2 	Source:HGNC Symbol;Acc:HGNC:29819	1.564890758	3.588829074	47.96682589	4.33E-12	7.03E-10
ENSOCUG00000027743				-3.945398616	1.266039952	47.88325151	4.52E-12	7.28E-10
ENSOCUG00000012082	ATAD1	"ATPase family, AAA domain containing 1 "	Source:HGNC Symbol;Acc:HGNC:25903	1.763173485	4.106158944	47.81640431	4.68E-12	7.49E-10
ENSOCUG00000009311	CD84	CD84 molecule 	Source:HGNC Symbol;Acc:HGNC:1704	1.881373987	3.241805386	47.6194121	5.18E-12	8.19E-10
ENSOCUG00000023076	SFT2D2	SFT2 domain containing 2 	Source:HGNC Symbol;Acc:HGNC:25140	1.293324278	7.575856411	47.6148244	5.19E-12	8.19E-10
ENSOCUG00000023193				2.389684626	1.252095761	47.40970594	5.76E-12	9.03E-10
ENSOCUG00000004826	SLC40A1	solute carrier family 40 member 1 	Source:HGNC Symbol;Acc:HGNC:10909	-1.186866472	7.293626961	47.17473092	6.49E-12	1.01E-09
ENSOCUG00000006355	DDX60	DExD/H-box helicase 60 	Source:HGNC Symbol;Acc:HGNC:25942	3.788245774	6.449521202	46.9354792	7.34E-12	1.13E-09
ENSOCUG00000005373				1.227116157	4.362282432	46.88494822	7.53E-12	1.16E-09
ENSOCUG00000004870	IL1RAP	interleukin 1 receptor accessory protein 	Source:HGNC Symbol;Acc:HGNC:5995	1.158326156	6.091956384	46.83173101	7.74E-12	1.18E-09
ENSOCUG00000013488				2.878871859	3.155111598	46.82686133	7.75E-12	1.18E-09
ENSOCUG00000027378				-1.827518663	2.138642012	46.74817917	8.07E-12	1.22E-09
ENSOCUG00000024550	TFAP4	transcription factor AP-4 	Source:HGNC Symbol;Acc:HGNC:11745	-1.720114841	2.898451714	46.66501477	8.42E-12	1.26E-09
ENSOCUG00000002310	TNFAIP3	TNF alpha induced protein 3 	Source:HGNC Symbol;Acc:HGNC:11896	1.700830485	4.13954522	46.55807704	8.89E-12	1.32E-09
ENSOCUG00000003153	TRIB2	tribbles pseudokinase 2 	Source:HGNC Symbol;Acc:HGNC:30809	2.032156089	3.858885218	46.53264428	9.01E-12	1.33E-09
ENSOCUG00000010659	ADAM23	ADAM metallopeptidase domain 23 	Source:HGNC Symbol;Acc:HGNC:202	-2.423684327	1.618352389	46.37777217	9.75E-12	1.43E-09
ENSOCUG00000004434	CHD1	chromodomain helicase DNA binding protein 1 	Source:HGNC Symbol;Acc:HGNC:1915	1.688647775	4.423140618	46.26098668	1.04E-11	1.51E-09
ENSOCUG00000002233	HSH2D	hematopoietic SH2 domain containing 	Source:HGNC Symbol;Acc:HGNC:24920	3.039499658	-0.634502777	46.24449865	1.04E-11	1.52E-09
ENSOCUG00000008904	RNASEH2B	ribonuclease H2 subunit B 	Source:HGNC Symbol;Acc:HGNC:25671	-1.256930275	4.010528616	46.19746451	1.07E-11	1.54E-09
ENSOCUG00000004197				6.191137062	5.146169745	46.1956833	1.07E-11	1.54E-09
ENSOCUG00000017251				5.178995956	7.710952253	46.03310386	1.16E-11	1.66E-09
ENSOCUG00000009433	LPIN2	lipin 2 	Source:HGNC Symbol;Acc:HGNC:14450	1.985397889	7.715991127	45.83181843	1.29E-11	1.83E-09
ENSOCUG00000029143	DSC3	desmocollin 3 	Source:HGNC Symbol;Acc:HGNC:3037	1.351605133	3.114375849	45.74430966	1.35E-11	1.90E-09
ENSOCUG00000024492	ETV7	ETS variant 7 	Source:HGNC Symbol;Acc:HGNC:18160	5.333531374	3.562617185	45.36967664	1.63E-11	2.28E-09
ENSOCUG00000004898	CDC6	cell division cycle 6 	Source:HGNC Symbol;Acc:HGNC:1744	-2.58583848	0.886628815	45.27877761	1.71E-11	2.38E-09
ENSOCUG00000005631	CD40	CD40 molecule 	Source:HGNC Symbol;Acc:HGNC:11919	2.142738131	1.522543242	45.24584912	1.74E-11	2.41E-09
ENSOCUG00000007383	CCNT1	cyclin T1 	Source:HGNC Symbol;Acc:HGNC:1599	2.722829087	2.329305338	45.05496828	1.92E-11	2.64E-09
ENSOCUG00000006066		protein argonaute-2  	Source:RefSeq peptide;Acc:NP_001076179	1.372942032	2.722943118	44.93427479	2.04E-11	2.78E-09
ENSOCUG00000014976	ERCC4	"ERCC excision repair 4, endonuclease catalytic subunit "	Source:HGNC Symbol;Acc:HGNC:3436	1.561373201	1.817481328	44.9298757	2.04E-11	2.78E-09
ENSOCUG00000024468	GTPBP1	GTP binding protein 1 	Source:HGNC Symbol;Acc:HGNC:4669	1.301972937	3.859352265	44.78418315	2.20E-11	2.98E-09
ENSOCUG00000029076				2.278133226	3.750591462	44.49062045	2.56E-11	3.44E-09
ENSOCUG00000012679	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4 	Source:HGNC Symbol;Acc:HGNC:14886	2.059043366	4.166112374	44.38242279	2.70E-11	3.61E-09
